idx,TLS_AES_128_GCM_SHA256,TLS_AES_256_GCM_SHA384,TLS_CHACHA20_POLY1305_SHA256,TLS_RSA_WITH_RC4_128_SHA,TLS_RSA_WITH_3DES_EDE_CBC_SHA,TLS_RSA_WITH_AES_128_CBC_SHA,TLS_RSA_WITH_AES_256_CBC_SHA,TLS_RSA_WITH_AES_128_CBC_SHA256,TLS_RSA_WITH_AES_128_GCM_SHA256,TLS_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_RSA_WITH_RC4_128_SHA,TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256
9047,0.003382245,0.004153537,0.003895368,0.003288374,0.004611487,0.004999442,0.003901901,0.00317954,0.003163206,0.003956051,0.004029273,0.003565785,0.003397198,0.004398932,0.003519482,0.003295721,0.003690933,0.002993192
9048,0.003715964,0.003737174,0.003342813,0.003280747,0.003694972,0.003420466,0.003127351,0.003111078,0.00316136,0.003377654,0.003099935,0.003674939,0.003570047,0.003579825,0.003346101,0.002517154,0.002114018,0.00186645
9049,0.002545212,0.002267551,0.001667139,0.002039902,0.001605643,0.001909668,0.001645818,0.002059437,0.001509579,0.001957785,0.001652307,0.002316686,0.001627491,0.00229675,0.001495799,0.002409719,0.00160536,0.002275966
9050,0.003309887,0.001963271,0.006351335,0.00414433,0.003924405,0.003918003,0.005213848,0.004308979,0.004354294,0.003803236,0.003053723,0.003338843,0.003017105,0.002888699,0.002540174,0.003180092,0.002798499,0.002786715
9051,0.003693513,0.004147514,0.002408205,0.002193856,0.002737849,0.002022798,0.002671145,0.003672195,0.003570735,0.004256807,0.003987212,0.00337451,0.004407441,0.00402839,0.003411374,0.004748753,0.002462829,0.004001413
9052,0.00408578,0.003572302,0.002240219,0.002432419,0.002576735,0.002416433,0.002499682,0.003013826,0.003041489,0.003247842,0.004374887,0.004524205,0.004078171,0.003927095,0.003327108,0.003293252,0.00322786,0.004635382
9053,0.00295879,0.003872644,0.003514364,0.003367789,0.003301294,0.003177532,0.002167314,0.00198771,0.002068071,0.001814932,0.004041766,0.001710552,0.002631784,0.002216864,0.003070726,0.004283731,0.004816777,0.00469231
9054,0.003647701,0.00383101,0.004026699,0.004107102,0.00403806,0.003705198,0.003960108,0.002932614,0.00320084,0.002363815,0.003271177,0.003836195,0.001766418,0.001926666,0.00380691,0.004214706,0.004065383,0.003792943
9055,0.003621605,0.003825568,0.003789951,0.003720926,0.003680361,0.003454222,0.004130699,0.003568326,0.00374827,0.003357704,0.004041396,0.00252564,0.002514756,0.002877826,0.002873788,0.003083096,0.003253137,0.003247972
9056,0.003035104,0.00300745,0.002989307,0.003782204,0.003604114,0.002679177,0.003594541,0.003747439,0.00370634,0.003248364,0.003177624,0.002017872,0.001818194,0.002124992,0.002494891,0.002505327,0.002539245,0.003212782
9057,0.00234434,0.002931894,0.002252292,0.002792148,0.003383621,0.002857566,0.003473691,0.002770053,0.002808694,0.00302509,0.003793101,0.004142059,0.003633174,0.00357821,0.003576519,0.003950964,0.003867857,0.003704096
9058,0.003010237,0.00405439,0.003005448,0.004512454,0.003805103,0.002943519,0.005212221,0.00410526,0.004115732,0.005277848,0.003031265,0.003570639,0.002908453,0.00518139,0.003476182,0.003576218,0.003082788,0.003689744
9059,0.003160422,0.003042082,0.005300368,0.003895602,0.002967303,0.00348003,0.002720949,0.003356871,0.004100876,0.004561323,0.003507719,0.002223689,0.002942539,0.002648063,0.002479323,0.001907116,0.001820075,0.001746904
9060,0.001446357,0.001587767,0.001420883,0.001493077,0.001492664,0.001707793,0.001356849,0.002100574,0.001280876,0.002836857,0.003299075,0.003302807,0.002930307,0.001998112,0.002574491,0.003761826,0.003179429,0.002073527
9061,0.002288119,0.001652569,0.003830399,0.00175291,0.002411689,0.001443862,0.001886993,0.00135586,0.002003685,0.00131221,0.00233601,0.001488632,0.002292729,0.001439837,0.002261682,0.001442453,0.002305408,0.001438229
9062,0.001577378,0.002341274,0.002175231,0.001999287,0.001489173,0.001992195,0.001511246,0.001877333,0.001287397,0.001995478,0.001503327,0.002345196,0.001879342,0.002388739,0.00146936,0.002236128,0.001566903,0.0023653
9063,0.001560915,0.002934614,0.001535474,0.002324878,0.001474835,0.002212975,0.001913998,0.004241999,0.003249046,0.00401558,0.003023068,0.003952131,0.004838672,0.003169705,0.005357256,0.003949645,0.003612627,0.004017696
9064,0.004407286,0.003481435,0.004823064,0.003663033,0.00417188,0.00314764,0.003407173,0.00382674,0.004287173,0.003096323,0.002901791,0.003651547,0.00469058,0.003709291,0.002639448,0.003160101,0.002715953,0.003721364
9065,0.003201212,0.003616804,0.003006549,0.003551508,0.002818999,0.00343294,0.002531544,0.003402866,0.002538884,0.003275417,0.003289555,0.003095082,0.002354651,0.002131924,0.003266431,0.001927369,0.001582627,0.001863704
9066,0.002107653,0.001553472,0.002125168,0.001292591,0.002866877,0.002423172,0.002037136,0.002086296,0.001605652,0.001360966,0.00170179,0.001690272,0.001476426,0.001670251,0.001466228,0.001741851,0.00311617,0.001664897
9067,0.001584675,0.001542426,0.003314248,0.001499083,0.001885855,0.001459723,0.002126731,0.001374113,0.001576006,0.001432348,0.001700463,0.002390121,0.003531314,0.001831651,0.003365459,0.002831551,0.002086737,0.002886655
9068,0.004574632,0.005405337,0.004257031,0.004238837,0.004331411,0.00414081,0.004236613,0.004282226,0.004253739,0.004106949,0.004384116,0.004386906,0.003607217,0.002826146,0.00233438,0.003386391,0.002587042,0.003304325
9069,0.004172499,0.00406769,0.00243396,0.002543369,0.002248764,0.002100376,0.001619857,0.001599726,0.002230976,0.00223414,0.002710152,0.001701157,0.003139413,0.004170838,0.001717656,0.002469282,0.001514354,0.001733695
9070,0.002208616,0.001477003,0.001442598,0.001482914,0.002001803,0.002025069,0.001323492,0.003527077,0.002122737,0.003033846,0.001667226,0.00162523,0.003530453,0.002699444,0.002528854,0.00246424,0.002537864,0.003579649
9071,0.002167481,0.001930195,0.00164007,0.001311285,0.00134957,0.001278834,0.001318805,0.001260397,0.001291201,0.001297647,0.001470615,0.001461356,0.001446246,0.001440992,0.001830946,0.001422565,0.001485058,0.001447589
9072,0.003165778,0.003078855,0.001523671,0.001432846,0.001311066,0.002939428,0.001385071,0.002640293,0.001273875,0.002644725,0.003499927,0.003385873,0.001836243,0.001981948,0.002253581,0.001742056,0.00165224,0.001438285
9073,0.003168832,0.003208793,0.00207335,0.001801818,0.001903702,0.003448719,0.001923789,0.003621805,0.002006779,0.001815266,0.00184866,0.002621769,0.00184553,0.001895253,0.00160557,0.001735672,0.001893888,0.001999484
9074,0.003665088,0.002120436,0.001655749,0.002224679,0.001865647,0.001329655,0.002696328,0.001484153,0.002779242,0.001595773,0.003701627,0.002303081,0.003409132,0.002690002,0.002235709,0.002213886,0.00188335,0.001992642
9075,0.001544046,0.001619178,0.001491243,0.001314008,0.001506118,0.001353334,0.001917442,0.00325887,0.003004122,0.001779441,0.001855291,0.001884818,0.001683919,0.002329504,0.003556217,0.002270062,0.002661945,0.001940221
9076,0.003338298,0.003360865,0.002444792,0.002283661,0.002453905,0.003531689,0.002469684,0.002114536,0.001991498,0.001656496,0.001778664,0.001450291,0.003276773,0.001620938,0.001478431,0.001556003,0.003282985,0.001448369
9077,0.001432156,0.001471635,0.001540282,0.001270881,0.001447928,0.001256546,0.001250419,0.00135904,0.002665901,0.001392491,0.001443032,0.001456952,0.001639748,0.003368862,0.0030856,0.001687951,0.002740323,0.001466347
9078,0.00144812,0.001502402,0.001434372,0.001550829,0.001561976,0.001443157,0.001406665,0.001339031,0.001330006,0.00141006,0.002036817,0.001573965,0.002977853,0.002293841,0.004181685,0.002623113,0.003237047,0.004299356
9079,0.004036393,0.004083437,0.002133567,0.004314279,0.001960673,0.002271841,0.002657869,0.003899003,0.003514951,0.004281648,0.004670577,0.003867357,0.003854949,0.003892984,0.003023776,0.003714312,0.003938985,0.004037943
9080,0.003403967,0.003334479,0.003479534,0.003464814,0.00325875,0.002970098,0.003047194,0.003234589,0.003130914,0.003180943,0.003298989,0.002924821,0.002747741,0.002788351,0.002359113,0.001843271,0.002280256,0.001758479
9081,0.002080462,0.001538182,0.003805389,0.003814548,0.004736632,0.003934702,0.002107667,0.003253399,0.003472045,0.00260961,0.002683413,0.002579042,0.003288848,0.002167928,0.003013107,0.002766878,0.002931986,0.00360731
9082,0.004846152,0.004059129,0.002876243,0.003917857,0.004323655,0.003095397,0.002863899,0.004053809,0.002642902,0.004219721,0.005346871,0.004184078,0.004596616,0.003580872,0.003369997,0.00394929,0.002800866,0.002591997
9083,0.004604703,0.002751377,0.002171915,0.001597732,0.003187719,0.001785284,0.001649782,0.001324699,0.002075522,0.001303647,0.001927552,0.002435963,0.00155608,0.004083099,0.001928453,0.002613043,0.002730786,0.002843735
9084,0.00272115,0.004101122,0.003690166,0.003264533,0.003036557,0.002876937,0.002862392,0.002977942,0.004422164,0.003865956,0.003734326,0.005149465,0.003655931,0.004947043,0.003574389,0.003732416,0.004292591,0.003726241
9085,0.003313095,0.003415732,0.00377229,0.003670277,0.002986852,0.004167777,0.004419908,0.005656731,0.004160008,0.004716697,0.005212834,0.005123262,0.003562107,0.003814633,0.004401987,0.003073477,0.003529175,0.00353576
9086,0.004597176,0.003594023,0.003399301,0.003973065,0.00495984,0.004398599,0.004369672,0.002697613,0.003560167,0.003263968,0.003877218,0.00358452,0.005045841,0.004990507,0.004053859,0.003695152,0.003397521,0.004268733
9087,0.003139518,0.004934371,0.004359753,0.004443545,0.004470888,0.004626377,0.003812717,0.004911077,0.005014466,0.004364814,0.003371367,0.004838297,0.002850081,0.003353798,0.002838825,0.004488163,0.002906417,0.004782885
9088,0.003262788,0.005196524,0.004695748,0.003700166,0.002422338,0.002242748,0.002628167,0.003668273,0.002533007,0.002257616,0.002370401,0.001962179,0.001733582,0.003047174,0.001523648,0.001434676,0.001473903,0.001625233
9089,0.001430141,0.00147968,0.001558962,0.001271297,0.001487485,0.002868146,0.001512424,0.001267953,0.001363934,0.001278958,0.001614468,0.001672267,0.00165144,0.001654886,0.001711692,0.001432677,0.001758132,0.001429174
9090,0.001535567,0.003338062,0.001565168,0.001397172,0.001511695,0.002899549,0.003324776,0.002980602,0.002351264,0.004130164,0.00224369,0.003878195,0.002265546,0.002829253,0.001789096,0.001828422,0.004021026,0.001842181
9091,0.002287613,0.001531813,0.001421658,0.001460953,0.002082579,0.001256625,0.001409329,0.001248288,0.00137969,0.001265776,0.001721571,0.00238015,0.001436344,0.001744867,0.003526381,0.001616719,0.001682445,0.003069266
9092,0.001424849,0.001457722,0.001472397,0.002727829,0.002112358,0.00130702,0.002017187,0.0028601,0.002124643,0.001304251,0.002532253,0.001490869,0.002492656,0.001443969,0.002380117,0.002419975,0.002379045,0.001437295
9093,0.001426857,0.003417454,0.001571196,0.002478439,0.001397394,0.003368436,0.001418891,0.003504392,0.004313817,0.001852419,0.00273812,0.002577833,0.001827523,0.001893496,0.002398239,0.001846478,0.001611508,0.001648457
9094,0.001433512,0.002118254,0.001420132,0.001442928,0.001535606,0.001254827,0.001266675,0.001353305,0.001236534,0.002913969,0.003192752,0.001894786,0.001452346,0.001825401,0.001446119,0.001651873,0.001576237,0.00141914
9095,0.00140733,0.003231664,0.001420962,0.002984019,0.001300869,0.001260157,0.001244429,0.001564585,0.001470744,0.001347536,0.001637322,0.001547283,0.002541739,0.001621497,0.00231269,0.002488429,0.002358742,0.002530381
9096,0.002216448,0.002207552,0.00264321,0.003442451,0.002023805,0.001628801,0.002087673,0.001950553,0.001458341,0.003177869,0.002452922,0.001805131,0.002417653,0.001794961,0.002318065,0.003491834,0.002925194,0.002213615
9097,0.002563085,0.001882928,0.001536744,0.001757585,0.003015516,0.00201401,0.001364126,0.003324698,0.003473304,0.002313784,0.002089978,0.002068617,0.001612928,0.001731027,0.003190783,0.001472667,0.001472018,0.001601389
9098,0.001446538,0.003397688,0.001466465,0.001504447,0.002035619,0.001489778,0.001384917,0.001556262,0.001405419,0.001443566,0.001667603,0.001598163,0.0016226,0.001488857,0.001657368,0.001817533,0.001758867,0.001775663
9099,0.001680219,0.001935872,0.001601653,0.001621353,0.002885441,0.002068012,0.002977738,0.002753616,0.002411786,0.002356645,0.004089579,0.003268421,0.002860273,0.00277018,0.004192108,0.002045777,0.002419091,0.001517799
9100,0.00215777,0.001489683,0.002180542,0.001291646,0.0034857,0.003276848,0.002270744,0.002106671,0.002790508,0.001652669,0.00430838,0.005999299,0.004371016,0.00526588,0.005430987,0.003346576,0.004492461,0.002858607
9101,0.002547661,0.005261295,0.004112289,0.001836288,0.00257451,0.001412257,0.002085283,0.001262588,0.002142167,0.001458479,0.002948725,0.002606321,0.003184849,0.002887607,0.002800747,0.003110622,0.00372191,0.003723222
9102,0.00320585,0.002569783,0.003308346,0.002103221,0.002811551,0.003150366,0.002761434,0.00387883,0.002767986,0.003240524,0.003026671,0.003692739,0.003549763,0.003834858,0.002776529,0.002734206,0.002499361,0.002545107
9103,0.002591095,0.002853639,0.002859288,0.00302915,0.00241687,0.003494944,0.002683202,0.003064187,0.002482556,0.002762459,0.002070117,0.002674088,0.001955063,0.002446345,0.00190578,0.002297803,0.001851799,0.001613801
9104,0.001607775,0.001664802,0.001581708,0.00145375,0.001384113,0.001631199,0.001380191,0.00144846,0.001397983,0.001351436,0.001694397,0.001550706,0.001681035,0.001547083,0.00160907,0.00167774,0.002454383,0.003469386
9105,0.003290845,0.003457692,0.003414784,0.004023861,0.00419222,0.005223525,0.003599192,0.004550694,0.004375348,0.0036665,0.005619554,0.003723211,0.005120159,0.003967726,0.003625815,0.003811547,0.004943502,0.005643278
9106,0.002997228,0.004346866,0.004337883,0.004820721,0.004796514,0.003609001,0.002388582,0.003521866,0.004401509,0.003526881,0.002830943,0.004095426,0.004923679,0.004627153,0.003852481,0.00634323,0.005702082,0.005028584
9107,0.006918565,0.004415544,0.003745846,0.002559233,0.003477763,0.002730594,0.004816934,0.003171136,0.003294756,0.003404412,0.003544347,0.00363012,0.003191948,0.00317465,0.003124462,0.002892704,0.00293738,0.002886257
9108,0.002642518,0.002405864,0.002006558,0.002023481,0.003529982,0.002482072,0.00275648,0.003076371,0.002843152,0.002623034,0.003272637,0.002483601,0.002766934,0.002026847,0.004013266,0.003855951,0.002794872,0.002413024
9109,0.002079438,0.001787964,0.001603965,0.002072828,0.001427407,0.001249969,0.001404198,0.001246088,0.001379291,0.001271669,0.001742365,0.002359048,0.001431369,0.001723374,0.003938814,0.003241863,0.002433157,0.001460509
9110,0.003808024,0.001730627,0.001462556,0.002243984,0.001299474,0.003530338,0.002886522,0.004052527,0.003373618,0.003800649,0.004386468,0.003066947,0.004730575,0.003626761,0.003188654,0.002387049,0.003582926,0.003849136
9111,0.004297301,0.003773495,0.003964389,0.003876808,0.003753414,0.002975171,0.002272476,0.003842143,0.001550027,0.001798227,0.002322432,0.002612647,0.004500348,0.004196233,0.003697332,0.003354195,0.004300086,0.003740325
9112,0.004285322,0.002799304,0.004094963,0.003539282,0.003599088,0.00338213,0.00162008,0.001515076,0.002021548,0.00225883,0.002899104,0.002966033,0.002900186,0.002600804,0.002644685,0.003100878,0.002916688,0.00280291
9113,0.004018387,0.002722488,0.002407355,0.003638449,0.002294247,0.00371634,0.002289772,0.003811298,0.002355679,0.002263641,0.003874496,0.002761064,0.002429316,0.002649497,0.002192002,0.001969903,0.001650573,0.00146734
9114,0.001546934,0.001458327,0.001422321,0.00126127,0.00139508,0.001256515,0.001270428,0.001945175,0.001349122,0.001354236,0.001513588,0.00151408,0.001473036,0.001506643,0.001490018,0.001487817,0.001515617,0.001560264
9115,0.001468449,0.001497733,0.001551263,0.00144444,0.001359868,0.001420353,0.001358638,0.001358079,0.00131555,0.001572846,0.002409175,0.002277111,0.001627221,0.00210269,0.003033775,0.003193843,0.001982521,0.001843752
9116,0.001564407,0.001592225,0.003126335,0.003682249,0.002049161,0.004586663,0.00246146,0.004141357,0.002441174,0.002946167,0.002509985,0.002932437,0.002065738,0.003554525,0.00211901,0.00186958,0.003925619,0.002189989
9117,0.004028629,0.002310707,0.001959755,0.001490215,0.001536898,0.001372318,0.00187462,0.001966536,0.001888312,0.001920069,0.002385195,0.002221499,0.002220005,0.00168633,0.004248948,0.001914166,0.003864203,0.002208999
9118,0.001867762,0.002335543,0.002364527,0.002230097,0.002228789,0.00214261,0.001921482,0.002909231,0.001735151,0.001663557,0.003478004,0.002131209,0.001643035,0.001708313,0.001756314,0.001621218,0.001651277,0.001516535
9119,0.001617908,0.001525035,0.001460237,0.001967737,0.002169298,0.001352091,0.001778575,0.002971078,0.001780139,0.001399787,0.001562872,0.001648477,0.001482946,0.001642487,0.001514107,0.001735366,0.003080981,0.001876283
9120,0.001573968,0.001591117,0.002228984,0.00145024,0.001324364,0.001342786,0.001258814,0.001294783,0.001251218,0.001347036,0.001755718,0.003056307,0.001854645,0.002799338,0.001554845,0.001629229,0.001905089,0.003873848
9121,0.002739817,0.001884526,0.003318025,0.003854156,0.003852111,0.002693276,0.00304747,0.003858507,0.00311208,0.002832956,0.003234537,0.003393165,0.005348609,0.005172071,0.004734735,0.00440023,0.003574834,0.004618503
9122,0.002890734,0.004308682,0.004892012,0.003593331,0.003710607,0.004084412,0.003292016,0.00318668,0.003335905,0.004226151,0.004237564,0.006096877,0.005276822,0.002905285,0.003898441,0.004472611,0.003458359,0.002797854
9123,0.002943396,0.003473666,0.003608903,0.003976128,0.002727226,0.0033579,0.003400707,0.004734206,0.003266408,0.003239113,0.004732422,0.004664917,0.002835072,0.003613508,0.004627917,0.004116111,0.001999222,0.003537473
9124,0.001781978,0.00218241,0.002560602,0.00456586,0.003028584,0.003990423,0.002750657,0.003331269,0.002757813,0.003358566,0.002837966,0.005622631,0.003589606,0.005359778,0.004271015,0.00405391,0.004889402,0.004795083
9125,0.002021512,0.002606521,0.003879932,0.004388268,0.004329712,0.003736624,0.003818279,0.002819192,0.002623614,0.001603121,0.003871306,0.002449073,0.003517622,0.002417568,0.002032503,0.002869833,0.003121415,0.002751527
9126,0.00459914,0.005119915,0.00457854,0.004364444,0.004009518,0.00409452,0.002660569,0.004639608,0.004114041,0.004069973,0.005387797,0.004293832,0.004802892,0.003500023,0.002870869,0.004614013,0.002907612,0.004046056
9127,0.002502107,0.002774258,0.002420334,0.002423178,0.00218303,0.002830086,0.00200431,0.002418408,0.001589123,0.002924948,0.001735457,0.002421715,0.001469884,0.002458037,0.002286974,0.001862152,0.001505391,0.001547368
9128,0.001435618,0.003270246,0.003327302,0.002667363,0.003482719,0.002223279,0.002207758,0.003530208,0.002420464,0.00270947,0.003075691,0.002741245,0.002449795,0.003622592,0.004025392,0.004062589,0.004102173,0.004247907
9129,0.004078162,0.003876212,0.00298432,0.002842418,0.003218587,0.002349603,0.001654201,0.002380318,0.002223863,0.002253783,0.002742169,0.002418281,0.002212677,0.002037294,0.001538079,0.001669877,0.003038942,0.001678717
9130,0.001557599,0.0014549,0.003140241,0.001264846,0.002942911,0.003045575,0.001714892,0.003473332,0.003421622,0.00232509,0.00380699,0.003816278,0.002540691,0.002604751,0.003117089,0.003008231,0.003664609,0.003522619
9131,0.003571472,0.003475723,0.003408475,0.003501357,0.003338216,0.004417824,0.004067596,0.002824204,0.004451807,0.002471221,0.003465241,0.003736768,0.004467706,0.004438583,0.003613714,0.003469418,0.003294444,0.002900966
9132,0.00427857,0.002630469,0.003019217,0.00349065,0.003678674,0.003496819,0.003354624,0.003273003,0.003033355,0.003581491,0.004620317,0.003649548,0.005586698,0.005248006,0.004882096,0.004608408,0.003615173,0.00386941
9133,0.004394425,0.005148291,0.004268687,0.002924638,0.00478206,0.004132105,0.00378233,0.003955181,0.004916508,0.004215659,0.005099572,0.003648685,0.005781451,0.004702212,0.004878214,0.003479238,0.003919161,0.003680621
9134,0.002958882,0.004214956,0.003296603,0.003257923,0.004290102,0.004697831,0.004932487,0.004707247,0.00401892,0.00304229,0.003152714,0.004400857,0.003530631,0.00599152,0.005174878,0.004982541,0.005037404,0.005589419
9135,0.004617013,0.003901675,0.006216207,0.003182379,0.004638785,0.003630272,0.005485408,0.003326039,0.005251084,0.00340436,0.0046267,0.004725962,0.004431642,0.005085237,0.004527253,0.004772128,0.006328527,0.00532957
9136,0.005581359,0.005338383,0.003519381,0.004711791,0.004444371,0.003301831,0.003831872,0.003271146,0.003109094,0.003430267,0.004042108,0.00592001,0.003056074,0.004527304,0.003299593,0.005439373,0.005142949,0.009372147
9137,0.004878899,0.005945888,0.004320928,0.006501288,0.003709877,0.003741577,0.003710273,0.00376951,0.00354069,0.003684294,0.004088155,0.004264802,0.003786476,0.003700117,0.003397302,0.003948025,0.004342713,0.003622657
9138,0.003270466,0.003663913,0.003396608,0.004195445,0.004138085,0.003008726,0.004451649,0.003319564,0.003785991,0.003375353,0.005402522,0.005289417,0.003321975,0.004779118,0.003162357,0.00365691,0.003070461,0.004172401
9139,0.003699604,0.003536578,0.003013822,0.003281304,0.004280977,0.007848544,0.004296226,0.003808944,0.002758886,0.003656123,0.002566589,0.003225578,0.00229083,0.002670941,0.002771807,0.00287603,0.003044357,0.00234287
9140,0.002486901,0.001713888,0.001446646,0.002826165,0.001348754,0.002754126,0.001536615,0.001591513,0.001329864,0.002003676,0.001473699,0.002434794,0.001441305,0.00238018,0.002321507,0.002272607,0.002477229,0.002252602
9141,0.002139373,0.002141857,0.002165682,0.00208221,0.00200592,0.003805849,0.004033391,0.004037337,0.003786843,0.0034015,0.003131471,0.003317684,0.003104323,0.003084411,0.003116174,0.003083947,0.003167103,0.003179486
9142,0.002952463,0.003047753,0.002947097,0.003004473,0.002794208,0.002907014,0.002894757,0.002762612,0.002636684,0.002638205,0.003903753,0.003263699,0.002772751,0.003947863,0.003116737,0.00325011,0.002907229,0.003186246
9143,0.002516968,0.00330509,0.002522577,0.002710266,0.003793809,0.004139423,0.003719522,0.003722679,0.003479621,0.003821006,0.002192564,0.002985446,0.003505443,0.002923445,0.003283798,0.002647054,0.002776547,0.003899571
9144,0.00238089,0.002549585,0.002171717,0.001785467,0.003157573,0.00172098,0.002137002,0.001393696,0.002101507,0.001320085,0.00245326,0.001469912,0.002297548,0.001562367,0.002167633,0.002570548,0.002354953,0.00169111
9145,0.002115951,0.001596524,0.002901562,0.001650361,0.002299935,0.001775034,0.002365919,0.002766688,0.004409506,0.002582029,0.005133537,0.005877172,0.005069718,0.003043501,0.004378776,0.003200517,0.003551806,0.003671509
9146,0.003119707,0.002429103,0.001974238,0.001470326,0.00163157,0.00137689,0.001874365,0.001649392,0.001952658,0.001643397,0.001900904,0.003719039,0.004463488,0.002542272,0.002531796,0.002253758,0.002001577,0.001986897
9147,0.001757464,0.001638361,0.001573317,0.001429286,0.001663045,0.00196047,0.00144791,0.00331949,0.001882219,0.004360226,0.002782545,0.003506962,0.002654637,0.003153934,0.002256198,0.002780889,0.002200537,0.00264212
9148,0.001830388,0.002420504,0.002411455,0.00244949,0.004198489,0.002694739,0.003922746,0.003299547,0.002783225,0.003102791,0.003763782,0.002968394,0.003644253,0.003061897,0.003659111,0.002527824,0.003120224,0.003136879
9149,0.002136598,0.003868618,0.003059259,0.004594232,0.004537814,0.004548966,0.004678599,0.003389595,0.00386451,0.003092477,0.00379591,0.003014355,0.003579581,0.003010264,0.004029436,0.003742655,0.003044416,0.002967855
9150,0.004246669,0.003065722,0.00321022,0.0026195,0.003879721,0.002826631,0.003346691,0.002562192,0.004325491,0.002588907,0.002699503,0.002174429,0.001828026,0.003668688,0.003871228,0.002278355,0.004097875,0.002554297
9151,0.001973364,0.001814131,0.001478822,0.001400002,0.00292793,0.001442309,0.001283137,0.001555146,0.002920143,0.001349714,0.001617024,0.001747606,0.00237963,0.001623037,0.002251975,0.001632901,0.001930766,0.004137614
9152,0.001542727,0.002157044,0.001415287,0.001600831,0.001356167,0.001432924,0.001280261,0.00126486,0.001251493,0.003028947,0.001449554,0.003253661,0.001452801,0.00326524,0.001671279,0.001453254,0.001693837,0.00143035
9153,0.00150097,0.001460562,0.001480272,0.001272607,0.001528731,0.001282747,0.001590348,0.001306387,0.001500527,0.001698977,0.002269582,0.00261604,0.002254606,0.002326477,0.002352389,0.002427075,0.001762844,0.002265313
9154,0.002356421,0.002252097,0.001531178,0.001919588,0.001623553,0.001399948,0.001396675,0.001357419,0.0012677,0.001390494,0.001603326,0.003592643,0.002025728,0.002557112,0.002298929,0.002132918,0.001725226,0.003639638
9155,0.001817531,0.001704357,0.003288839,0.001862019,0.003115403,0.003589898,0.004114652,0.00244815,0.004668317,0.0022233,0.003095599,0.003186554,0.005582527,0.002894145,0.002884339,0.002464047,0.002140315,0.001815862
9156,0.001517518,0.00146251,0.003466236,0.001574009,0.002844451,0.001808399,0.003219359,0.001750905,0.001709222,0.001373957,0.001642135,0.00146192,0.001646788,0.00324904,0.001644791,0.001474935,0.001813519,0.001448029
9157,0.001564185,0.001460874,0.001901416,0.001507303,0.001304266,0.001369472,0.001299149,0.001317702,0.001261111,0.001313193,0.001463244,0.001649605,0.002238294,0.001467829,0.001443041,0.00160157,0.003987848,0.003014507
9158,0.001490125,0.001492244,0.003192734,0.003093915,0.001923112,0.001353433,0.0013384,0.001353523,0.002756571,0.003024051,0.004736225,0.006191024,0.003707652,0.0034527,0.004125711,0.005488125,0.003465811,0.004899314
9159,0.004704697,0.004792698,0.004166154,0.004033262,0.004022595,0.004147749,0.004042328,0.003440021,0.004553467,0.004242019,0.003800658,0.005501823,0.005665488,0.005067514,0.00531429,0.006248252,0.005343302,0.004200421
9160,0.003646368,0.003766851,0.003859808,0.004296018,0.004455157,0.004471064,0.003926975,0.004267038,0.004118889,0.003236857,0.003154558,0.003295246,0.001739426,0.002725644,0.003831512,0.003279189,0.00337459,0.002791344
9161,0.00426856,0.003800483,0.003914331,0.002502094,0.00384664,0.003703943,0.003108006,0.00325645,0.002735967,0.00236647,0.003380431,0.003106558,0.003809782,0.003167454,0.00290336,0.003594237,0.004451604,0.003668645
9162,0.002939399,0.002997437,0.00286876,0.003813286,0.00362227,0.002782378,0.003505988,0.00352929,0.003423677,0.002773157,0.003804161,0.003152385,0.003699327,0.003266846,0.003886134,0.00314746,0.002631743,0.002503844
9163,0.002501384,0.002209056,0.003051693,0.003698184,0.003081121,0.003832662,0.004218035,0.004494063,0.003448041,0.002807625,0.00326364,0.002947222,0.002880075,0.003213668,0.004046493,0.003215052,0.00369909,0.003073785
9164,0.002893183,0.002675611,0.004068358,0.002575919,0.002752036,0.002623373,0.00299448,0.002573987,0.003144744,0.002516999,0.00356126,0.002486558,0.003027192,0.001879643,0.00269913,0.001634478,0.00145885,0.001443279
9165,0.002225387,0.001478006,0.002197072,0.001262967,0.003467583,0.001277725,0.001395359,0.001245466,0.003251775,0.001287737,0.00144321,0.001457978,0.002347553,0.001430248,0.002549275,0.001422137,0.002495434,0.001427011
9166,0.002178845,0.001474704,0.002190113,0.001261831,0.001421333,0.001253659,0.001314214,0.001338423,0.001378379,0.001287581,0.001431023,0.001443009,0.001431956,0.001542367,0.00144023,0.002411239,0.001458162,0.002285019
9167,0.001418385,0.002234918,0.001415052,0.00201294,0.001274103,0.003542043,0.003246205,0.002062241,0.002211636,0.001946922,0.003316806,0.003122992,0.00353976,0.004556633,0.005546192,0.0027262,0.003291465,0.00487367
